-,-,-
-10, 39, 1001
-10, 39, 1001
-23, 17, 991
-14, 5, 993
-12, 4, 994
-12, 4, 994
-11, 4, 993
-12, 3, 993
-12, 3, 993
-11, 3, 994
-10, 3, 992
-11, 3, 992
-11, 3, 992
-11, 4, 993
-11, 4, 993
-11, 4, 993
-10, 4, 993
-10, 4, 994
-10, 4, 994
-11, 4, 994
-10, 4, 993
-12, 3, 994
-12, 3, 994
-10, 4, 993
-11, 3, 992
-11, 3, 992
-11, 4, 994
-10, 3, 993
-10, 3, 993
-11, 3, 994
-11, 3, 995
-10, 3, 993
-10, 3, 993
-11, 4, 994
-11, 3, 994
-11, 3, 994
-11, 3, 994
-11, 3, 994
-11, 3, 994
-10, 3, 994
-10, 3, 993
-10, 3, 994
-10, 3, 994
-11, 3, 994
-11, 4, 995
-11, 4, 995
-12, 4, 995
-11, 4, 994
-11, 4, 994
-11, 4, 994
-11, 3, 996
-11, 4, 994
-11, 4, 994
-10, 3, 993
-10, 3, 995
-10, 3, 995
-10, 4, 994
-13, 10, 996
