2, 8, 996
2, 8, 996
3, 8, 994
3, 8, 994
1, 8, 1000
2, 9, 994
2, 9, 994
3, 8, 994
3, 8, 994
2, 9, 998
2, 9, 998
